Enter query,Choose how many results to return,Select the database where to search,Author ID,Select Works,Additional Phrase,Slider for additional parameter,output,timestamp
,1,DB_Greek,,"[""Amyntas Epigr. (2649)""]",,0,,2025-02-08 15:42:41.771879
